avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
2.667,0.652,0.533,1.96,0.272,2.4,0.817,0.6,0.065,0.102,0.122,0.815,Defacement
4.4,0.551,0.041,0.133,0.306,1.8,0.074,0.333,0.0,0.0,-1.0,0.714,phishing
3.4,0.765,0.024,0.154,0.153,5.0,0.031,0.846,0.071,-1.0,-1.0,0.875,benign
4.846,0.852,0.023,0.333,0.068,12.5,0.027,0.667,0.046,0.0,-1.0,1.0,benign
4.6,0.743,0.027,0.167,0.162,4.583,0.036,0.833,0.068,-1.0,-1.0,0.861,benign
4.6,0.779,0.351,2.091,0.168,4.636,0.451,0.773,0.16,0.318,0.413,0.801,spam
3.75,0.529,0.059,0.222,0.265,2.0,0.111,0.667,0.088,0.375,-1.0,0.93,Defacement
5.818,0.833,0.022,0.25,0.089,9.375,0.027,0.625,0.022,0.034,-1.0,0.917,benign
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
2.667,0.854,0.769,8.333,0.092,9.25,0.901,0.75,0.062,-1.0,-1.0,0.843,Defacement
4.25,0.396,0.038,0.08,0.472,0.84,0.095,0.6,0.0,0.0,-1.0,0.757,phishing
2.667,0.764,0.688,3.667,0.188,4.074,0.9,0.889,0.042,0.055,0.061,0.751,Defacement
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
5.0,0.836,0.016,0.154,0.107,7.846,0.02,0.769,0.0,0.0,-1.0,0.917,benign
4.5,0.628,0.039,0.167,0.235,2.667,0.063,0.833,0.098,-1.0,-1.0,0.861,benign
3.714,0.653,0.041,0.2,0.204,3.2,0.063,0.5,0.0,0.0,-1.0,0.88,spam
3.25,0.643,0.238,1.25,0.191,3.375,0.37,1.0,0.191,0.191,0.4,0.917,Defacement
10.75,0.603,0.026,0.083,0.308,1.958,0.043,0.708,0.205,0.5,-1.0,0.755,phishing
4.0,0.768,0.52,2.955,0.176,4.364,0.677,0.773,0.176,0.318,0.323,0.801,spam
17.0,0.817,0.018,0.154,0.119,6.846,0.023,0.462,0.101,0.131,-1.0,0.776,malware
3.0,0.79,0.7,5.0,0.14,5.643,0.886,0.5,0.02,0.067,0.0,0.836,phishing
3.25,0.432,0.054,0.143,0.378,1.143,0.125,0.357,0.0,0.0,-1.0,0.873,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
3.5,0.818,0.692,5.211,0.133,6.158,0.846,0.421,0.049,0.064,0.071,0.833,Defacement
4.75,0.458,0.042,0.105,0.396,1.158,0.091,0.737,0.0,0.0,-1.0,0.817,spam
23.333,0.74,0.126,0.652,0.193,3.826,0.171,0.391,0.378,0.563,0.067,0.858,malware
4.8,0.587,0.2,0.625,0.32,1.833,0.341,0.708,0.013,0.0,0.0,0.841,malware
4.529,0.782,0.017,0.105,0.16,4.895,0.022,0.474,0.118,-1.0,-1.0,0.808,Defacement
6.077,0.813,0.018,0.143,0.125,6.5,0.022,0.429,0.268,0.333,-1.0,0.925,malware
4.167,0.37,0.025,0.046,0.543,0.682,0.067,0.25,0.0,0.0,-1.0,0.759,phishing
2.667,0.753,0.644,3.611,0.178,4.222,0.855,0.333,0.04,0.053,0.062,0.857,Defacement
2.667,0.763,0.67,3.762,0.178,4.286,0.878,0.524,0.051,0.067,0.076,0.78,Defacement
3.571,0.633,0.041,0.182,0.225,2.818,0.065,0.727,0.122,0.0,-1.0,0.895,Defacement
3.6,0.537,0.049,0.167,0.293,1.833,0.091,0.75,0.024,0.071,-1.0,0.954,phishing
2.667,0.744,0.603,3.615,0.167,4.462,0.81,0.308,0.051,0.07,0.085,0.818,Defacement
2.8,0.746,0.444,3.111,0.143,5.222,0.596,0.667,0.111,0.158,0.214,0.86,benign
3.667,0.318,0.046,0.087,0.523,0.609,0.143,0.391,0.0,0.0,-1.0,0.805,phishing
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
3.0,0.306,0.056,0.111,0.5,0.611,0.182,0.444,0.0,0.0,-1.0,0.783,Defacement
11.0,0.658,0.027,0.111,0.247,2.667,0.042,0.667,0.233,0.5,-1.0,0.75,phishing
3.0,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
2.667,0.794,0.716,4.591,0.156,5.091,0.902,0.546,0.057,0.072,0.079,0.829,Defacement
8.857,0.726,0.021,0.105,0.2,3.632,0.029,0.684,0.2,0.594,-1.0,0.817,phishing
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
5.571,0.643,0.029,0.111,0.257,2.5,0.044,0.611,0.371,0.8,-1.0,0.83,malware
3.0,0.819,0.667,5.833,0.114,7.167,0.814,0.75,0.019,0.025,0.029,0.861,malware
6.333,0.652,0.03,0.125,0.242,2.688,0.047,0.5,0.379,0.81,-1.0,0.875,malware
5.625,0.65,0.025,0.095,0.263,2.476,0.039,0.381,0.0,0.0,-1.0,0.745,phishing
5.583,0.765,0.02,0.118,0.167,4.588,0.026,0.471,0.02,0.0,-1.0,0.816,Defacement
4.8,0.537,0.037,0.111,0.333,1.611,0.069,0.833,0.0,0.0,-1.0,0.92,phishing
4.714,0.696,0.036,0.2,0.179,3.9,0.051,0.8,0.107,0.194,-1.0,0.699,benign
2.5,0.93,0.885,18.4,0.048,19.333,0.952,0.667,0.141,0.154,0.159,0.864,spam
2.667,0.872,0.822,8.571,0.096,9.095,0.942,0.714,0.032,0.037,0.039,0.802,Defacement
3.25,0.61,0.195,0.889,0.22,2.778,0.32,0.778,0.146,0.158,0.375,1.0,Defacement
3.5,0.395,0.047,0.105,0.442,0.895,0.118,0.632,0.0,0.0,-1.0,0.867,phishing
7.5,0.638,0.025,0.091,0.275,2.318,0.039,0.682,0.2,0.5,-1.0,0.809,phishing
10.0,0.652,0.03,0.125,0.242,2.688,0.047,0.438,0.333,0.0,-1.0,0.832,phishing
4.0,0.722,0.037,0.25,0.148,4.875,0.051,0.625,0.0,0.0,-1.0,0.917,benign
2.667,0.227,0.046,0.074,0.614,0.37,0.2,0.593,0.0,0.0,-1.0,0.811,phishing
3.667,0.695,0.034,0.182,0.186,3.727,0.049,0.636,0.034,0.033,-1.0,1.0,benign
4.667,0.777,0.447,2.875,0.155,5.0,0.575,0.25,0.223,0.418,0.5,0.77,spam
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
5.0,0.738,0.025,0.143,0.175,4.214,0.034,0.786,0.038,0.097,-1.0,0.925,malware
5.25,0.779,0.021,0.143,0.147,5.286,0.027,0.786,0.158,0.125,-1.0,0.836,benign
2.333,0.719,0.547,3.182,0.172,4.182,0.761,0.727,0.031,0.056,0.057,0.947,malware
3.6,0.823,0.637,5.267,0.121,6.8,0.775,0.667,0.194,0.25,0.382,0.898,spam
3.727,0.732,0.028,0.167,0.169,4.333,0.039,0.75,0.141,0.051,-1.0,0.861,benign
3.0,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
3.667,0.774,0.582,3.269,0.178,4.346,0.752,0.5,0.212,0.529,0.067,0.791,spam
4.667,0.4,0.05,0.118,0.425,0.941,0.125,0.706,0.1,0.267,-1.0,0.827,spam
4.1,0.735,0.029,0.182,0.162,4.546,0.04,0.818,0.029,0.0,-1.0,0.842,benign
4.75,0.682,0.03,0.143,0.212,3.214,0.044,0.786,0.046,0.177,-1.0,0.925,malware
6.286,0.725,0.029,0.167,0.174,4.167,0.04,0.417,0.377,0.8,-1.0,0.797,malware
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.047,0.091,-1.0,0.925,malware
5.167,0.679,0.038,0.2,0.189,3.6,0.056,0.5,0.0,0.0,-1.0,0.88,spam
3.6,0.782,0.555,3.733,0.149,5.267,0.709,0.667,0.198,0.274,0.357,0.898,spam
5.615,0.81,0.019,0.154,0.124,6.539,0.024,0.846,0.067,-1.0,-1.0,0.818,benign
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
4.375,0.716,0.135,0.714,0.189,3.786,0.189,0.571,0.122,0.16,0.4,0.747,malware
7.0,0.704,0.21,1.0,0.21,3.353,0.298,0.529,0.593,0.8,0.824,0.914,malware
4.714,0.625,0.031,0.118,0.266,2.353,0.05,0.588,0.0,0.0,-1.0,0.806,phishing
4.0,0.65,0.033,0.143,0.233,2.786,0.051,0.786,0.0,0.0,-1.0,0.836,benign
3.8,0.489,0.043,0.118,0.362,1.353,0.087,0.353,0.106,0.5,-1.0,0.788,spam
5.0,0.662,0.257,1.056,0.243,2.722,0.388,0.389,0.068,0.179,0.263,0.883,spam
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.075,0.214,-1.0,0.917,phishing
4.714,0.697,0.091,0.462,0.197,3.539,0.13,0.539,0.455,0.783,1.0,0.917,malware
4.636,0.747,0.024,0.143,0.169,4.429,0.032,0.786,0.072,1.0,-1.0,0.887,benign
4.727,0.785,0.025,0.2,0.127,6.2,0.032,0.7,0.076,0.109,-1.0,0.857,benign
4.375,0.689,0.033,0.167,0.197,3.5,0.048,0.583,0.033,0.067,-1.0,0.907,benign
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.063,0.121,-1.0,0.925,malware
2.667,0.773,0.681,4.05,0.168,4.6,0.88,0.7,0.025,0.033,0.037,0.746,Defacement
1.0,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0.0,0.0,0.77,malware
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.122,0.164,-1.0,0.82,spam
3.0,0.475,0.05,0.143,0.35,1.357,0.105,0.429,0.0,0.0,-1.0,0.67,phishing
3.111,0.667,0.037,0.182,0.204,3.273,0.056,0.727,0.019,0.0,-1.0,0.895,phishing
1.0,0.691,0.618,3.0,0.206,3.357,0.894,0.571,0.059,0.0,0.0,0.747,malware
4.333,0.691,0.029,0.143,0.206,3.357,0.043,0.786,0.0,0.0,-1.0,0.925,malware
5.429,0.6,0.027,0.087,0.307,1.957,0.044,0.696,0.0,0.0,-1.0,0.813,malware
4.2,0.804,0.571,4.267,0.134,6.0,0.711,0.667,0.259,0.345,0.5,0.898,spam
3.0,0.452,0.048,0.125,0.381,1.188,0.105,0.688,0.191,0.667,-1.0,0.844,spam
5.8,0.647,0.039,0.2,0.196,3.3,0.061,0.4,0.0,0.0,-1.0,0.797,benign
3.0,0.344,0.063,0.143,0.438,0.786,0.182,0.429,0.0,0.0,-1.0,0.798,Defacement
3.0,0.191,0.048,0.074,0.643,0.296,0.25,0.741,0.0,0.0,-1.0,0.801,phishing
11.333,0.835,0.117,1.2,0.097,8.6,0.14,0.5,0.194,0.299,0.25,0.88,spam
3.857,0.784,0.433,3.0,0.144,5.429,0.553,0.857,0.175,0.296,0.381,0.873,benign
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
4.625,0.711,0.118,0.643,0.184,3.857,0.167,0.786,0.092,-1.0,0.0,0.887,benign
7.111,0.777,0.021,0.143,0.149,5.214,0.027,0.786,0.064,1.0,-1.0,0.887,benign
5.143,0.583,0.028,0.087,0.319,1.826,0.048,0.522,0.333,0.778,-1.0,0.779,malware
1.0,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0.0,0.0,0.77,malware
6.5,0.72,0.024,0.125,0.195,3.688,0.034,0.813,0.085,0.14,-1.0,0.938,benign
2.5,0.976,0.96,58.133,0.017,59.067,0.984,0.667,0.149,0.153,0.155,0.864,spam
3.8,0.489,0.043,0.118,0.362,1.353,0.087,0.353,0.106,0.5,-1.0,0.788,spam
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0.0,0.0,-1.0,0.87,malware
5.125,0.676,0.028,0.125,0.225,3.0,0.042,0.813,0.0,0.0,-1.0,0.813,phishing
2.333,0.719,0.547,3.182,0.172,4.182,0.761,0.727,0.031,0.056,0.057,0.947,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.784,malware
2.25,0.73,0.554,3.154,0.176,4.154,0.759,0.769,0.068,0.102,0.122,0.834,benign
3.333,0.559,0.029,0.087,0.338,1.652,0.053,0.565,0.044,0.0,-1.0,0.793,malware
2.667,0.769,0.685,3.87,0.177,4.348,0.89,0.565,0.039,0.051,0.056,0.805,Defacement
6.667,0.776,0.171,1.3,0.132,5.9,0.22,0.4,0.092,0.233,0.539,0.797,benign
3.0,0.462,0.154,0.429,0.359,1.286,0.333,0.643,0.051,0.118,0.333,0.887,Defacement
4.273,0.806,0.028,0.286,0.097,8.286,0.035,0.571,0.111,0.0,-1.0,1.0,benign
2.667,0.698,0.491,2.889,0.17,4.111,0.703,0.778,0.189,0.194,0.269,0.86,benign
2.667,0.723,0.59,3.063,0.193,3.75,0.817,0.375,0.072,0.102,0.122,0.777,Defacement
5.333,0.698,0.038,0.222,0.17,4.111,0.054,0.667,0.019,0.0,-1.0,0.86,benign
5.0,0.662,0.257,1.056,0.243,2.722,0.388,0.389,0.068,0.179,0.263,0.883,spam
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1.0,0.728,phishing
4.0,0.442,0.154,0.364,0.423,1.046,0.348,0.455,0.077,0.182,0.5,0.76,spam
5.5,0.697,0.434,1.87,0.232,3.0,0.623,0.652,0.162,0.226,0.279,0.87,spam
3.75,0.706,0.52,2.304,0.226,3.13,0.736,0.783,0.196,0.308,0.377,0.808,spam
5.667,0.432,0.046,0.111,0.409,1.056,0.105,0.444,0.0,0.0,-1.0,0.867,phishing
5.429,0.759,0.035,0.286,0.121,6.286,0.046,0.571,0.31,0.75,-1.0,0.758,benign
4.8,0.779,0.619,3.394,0.182,4.273,0.794,0.333,0.088,0.13,0.143,0.785,Defacement
4.273,0.753,0.101,0.6,0.169,4.467,0.134,0.8,0.045,0.15,0.333,0.898,malware
3.75,0.353,0.039,0.077,0.51,0.692,0.111,0.731,0.0,0.0,-1.0,0.802,phishing
21.8,0.819,0.015,0.111,0.13,6.278,0.018,0.611,0.159,0.176,-1.0,0.883,malware
5.0,0.712,0.03,0.167,0.182,3.917,0.043,0.75,0.106,1.0,-1.0,0.861,benign
4.5,0.683,0.032,0.154,0.206,3.308,0.047,0.385,0.0,0.0,-1.0,0.86,phishing
3.8,0.59,0.051,0.222,0.231,2.556,0.087,0.667,0.18,0.444,-1.0,0.93,Defacement
4.8,0.558,0.039,0.125,0.308,1.813,0.069,0.813,0.019,1.0,-1.0,0.895,benign
4.2,0.821,0.61,5.0,0.122,6.733,0.743,0.667,0.26,0.337,0.463,0.898,spam
3.0,0.724,0.54,2.765,0.195,3.706,0.746,0.824,0.046,0.07,0.085,0.827,Defacement
3.0,0.275,0.05,0.091,0.55,0.5,0.182,0.409,0.0,0.0,-1.0,0.781,Defacement
10.833,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.393,-1.0,0.851,malware
3.0,0.873,0.792,8.667,0.091,9.556,0.907,0.611,0.066,0.054,0.058,0.83,Defacement
2.8,0.729,0.407,2.667,0.153,4.778,0.558,0.667,0.051,0.059,0.083,0.86,benign
4.375,0.716,0.135,0.714,0.189,3.786,0.189,0.571,0.122,0.16,0.4,0.761,malware
2.75,0.5,0.105,0.333,0.316,1.583,0.211,1.0,0.237,0.077,0.25,0.684,Defacement
5.2,0.73,0.238,1.5,0.159,4.6,0.326,0.4,0.0,0.0,0.0,0.94,phishing
2.5,0.277,0.043,0.074,0.575,0.482,0.154,0.778,0.0,0.0,-1.0,0.78,phishing
4.857,0.702,0.035,0.2,0.175,4.0,0.05,0.5,0.0,0.0,-1.0,0.88,spam
2.667,0.708,0.556,2.857,0.194,3.643,0.784,0.786,0.042,0.06,0.075,0.836,malware
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.05,0.143,-1.0,0.917,phishing
4.667,0.704,0.028,0.154,0.183,3.846,0.04,0.846,0.042,0.0,-1.0,0.901,benign
2.5,0.789,0.654,4.533,0.144,5.467,0.829,0.6,0.019,0.0,0.026,0.817,phishing
2.667,0.768,0.688,3.8,0.181,4.24,0.896,0.44,0.051,0.067,0.074,0.832,Defacement
11.667,0.528,0.028,0.074,0.375,1.407,0.053,0.741,0.194,0.438,-1.0,0.795,phishing
16.0,0.493,0.029,0.071,0.406,1.214,0.059,0.286,0.261,0.563,-1.0,0.786,phishing
4.667,0.5,0.059,0.2,0.294,1.7,0.118,0.5,0.0,0.0,-1.0,0.88,spam
2.5,0.697,0.539,2.4,0.225,3.1,0.774,0.65,0.056,0.086,0.104,0.821,Defacement
7.0,0.571,0.048,0.182,0.262,2.182,0.083,0.727,0.5,1.0,-1.0,0.895,phishing
5.0,0.747,0.023,0.133,0.172,4.333,0.031,0.8,0.241,1.0,-1.0,0.898,benign
2.25,0.293,0.049,0.091,0.537,0.546,0.167,0.5,0.049,0.0,-1.0,0.87,phishing
4.375,0.544,0.025,0.069,0.367,1.483,0.047,0.552,0.025,-1.0,-1.0,0.828,phishing
4.778,0.708,0.028,0.143,0.194,3.643,0.039,0.786,0.014,0.044,-1.0,0.925,malware
2.667,0.788,0.695,4.556,0.153,5.167,0.882,0.333,0.051,0.065,0.073,0.857,Defacement
3.0,0.754,0.64,3.476,0.184,4.095,0.849,0.429,0.097,0.149,0.151,0.818,spam
2.8,0.867,0.734,8.75,0.084,10.333,0.847,0.5,0.035,0.044,0.048,0.843,Defacement
5.143,0.689,0.033,0.167,0.197,3.5,0.048,0.583,0.049,0.088,-1.0,0.907,benign
5.222,0.743,0.027,0.167,0.162,4.583,0.036,0.75,0.041,1.0,-1.0,1.0,benign
2.667,0.76,0.674,3.625,0.186,4.083,0.888,0.417,0.07,-1.0,-1.0,0.721,Defacement
2.25,0.682,0.534,2.238,0.239,2.857,0.783,0.714,0.046,0.07,0.085,0.797,Defacement
29.8,0.865,0.011,0.118,0.096,9.059,0.013,0.529,0.427,0.719,-1.0,0.806,phishing
2.556,0.608,0.039,0.154,0.255,2.385,0.065,0.846,0.157,0.375,-1.0,0.917,benign
2.667,0.74,0.597,3.539,0.169,4.385,0.807,0.846,0.039,0.054,0.065,0.875,malware
4.333,0.372,0.047,0.1,0.465,0.8,0.125,0.65,0.0,0.0,-1.0,0.797,phishing
3.778,0.646,0.031,0.125,0.246,2.625,0.048,0.75,0.323,0.375,-1.0,0.938,malware
3.25,0.314,0.039,0.071,0.549,0.571,0.125,0.357,0.02,0.0,-1.0,0.835,phishing
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
4.2,0.827,0.622,5.267,0.118,7.0,0.752,0.667,0.173,0.222,0.346,0.898,spam
2.333,0.5,0.25,0.769,0.325,1.539,0.5,0.308,0.075,0.158,0.3,0.818,spam
5.75,0.821,0.602,4.933,0.122,6.733,0.733,0.6,0.228,0.308,0.378,0.748,benign
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
6.333,0.623,0.019,0.061,0.311,2.0,0.03,0.788,0.028,0.0,-1.0,0.734,phishing
2.667,0.747,0.608,3.692,0.165,4.539,0.814,0.308,0.063,0.086,0.104,0.818,Defacement
5.083,0.849,0.023,0.333,0.07,12.167,0.027,0.667,0.105,0.0,-1.0,1.0,malware
4.857,0.672,0.033,0.154,0.213,3.154,0.049,0.769,0.098,0.0,-1.0,0.875,phishing
2.667,0.78,0.659,4.615,0.143,5.462,0.845,0.308,0.022,0.029,0.033,0.818,Defacement
3.875,0.691,0.036,0.2,0.182,3.8,0.053,0.5,0.0,0.0,-1.0,0.88,spam
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0.0,-1.0,0.87,malware
2.667,0.767,0.64,4.231,0.151,5.077,0.833,0.539,0.047,0.062,0.073,0.818,Defacement
4.357,0.852,0.023,0.333,0.068,12.5,0.027,0.667,0.068,0.0,-1.0,1.0,benign
4.357,0.798,0.021,0.167,0.128,6.25,0.027,0.75,0.106,-1.0,-1.0,0.954,malware
1.667,0.269,0.077,0.167,0.462,0.583,0.286,1.0,0.346,0.167,-1.0,0.684,Defacement
2.8,0.586,0.259,0.882,0.293,2.0,0.441,0.588,0.052,0.103,0.2,0.788,Defacement
4.286,0.706,0.039,0.25,0.157,4.5,0.056,0.625,0.0,0.0,-1.0,0.917,benign
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
9.167,0.732,0.024,0.133,0.183,4.0,0.033,0.533,0.317,0.44,-1.0,0.851,malware
3.25,0.678,0.102,0.5,0.203,3.333,0.15,0.583,0.017,0.0,0.0,0.907,spam
4.667,0.924,0.811,15.313,0.053,17.438,0.878,0.25,0.205,0.377,0.04,0.77,spam
6.429,0.703,0.027,0.133,0.203,3.467,0.039,0.8,0.0,0.0,-1.0,0.898,benign
2.667,0.708,0.556,2.857,0.194,3.643,0.784,0.786,0.042,0.06,0.075,0.836,malware
2.333,0.714,0.536,3.333,0.161,4.444,0.75,0.667,0.393,0.513,0.667,1.0,Defacement
6.25,0.845,0.62,6.154,0.101,8.385,0.734,0.769,0.209,0.287,0.338,0.958,benign
3.833,0.509,0.035,0.095,0.368,1.381,0.069,0.667,0.018,0.0,-1.0,0.832,phishing
13.5,0.867,0.462,5.5,0.084,10.333,0.532,0.75,0.224,0.278,0.182,0.861,benign
4.1,0.796,0.216,1.727,0.125,6.364,0.271,0.727,0.057,-1.0,0.053,0.842,benign
3.6,0.774,0.527,3.5,0.151,5.143,0.681,0.571,0.172,0.2,0.245,0.784,malware
6.7,0.768,0.02,0.125,0.162,4.75,0.026,0.563,0.333,-1.0,-1.0,0.832,malware
2.2,0.741,0.553,3.133,0.177,4.2,0.746,0.8,0.106,0.107,0.128,0.932,malware
4.833,0.597,0.035,0.125,0.281,2.125,0.059,0.813,0.14,1.0,-1.0,0.863,benign
4.25,0.408,0.041,0.091,0.449,0.909,0.1,0.636,0.082,0.0,-1.0,0.837,phishing
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.079,0.105,0.123,0.963,Defacement
4.053,0.856,0.018,0.222,0.081,10.556,0.021,0.778,0.171,0.227,-1.0,0.93,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.05,0.143,-1.0,0.917,phishing
1.333,0.2,0.067,0.118,0.567,0.353,0.333,0.824,0.0,0.0,-1.0,0.827,Defacement
4.077,0.83,0.208,2.2,0.094,8.8,0.25,0.7,0.047,0.067,0.0,0.857,benign
2.8,0.593,0.271,0.941,0.288,2.059,0.457,0.588,0.068,0.133,0.25,0.788,Defacement
2.5,0.973,0.955,51.467,0.019,52.4,0.982,0.667,0.154,0.159,0.161,0.864,spam
4.909,0.727,0.023,0.118,0.193,3.765,0.031,0.471,0.023,-1.0,-1.0,0.816,Defacement
9.5,0.569,0.028,0.083,0.333,1.708,0.049,0.625,0.083,0.0,-1.0,0.823,malware
2.667,0.726,0.618,3.0,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
5.0,0.489,0.043,0.118,0.362,1.353,0.087,0.647,0.043,0.167,-1.0,0.806,phishing
4.385,0.767,0.022,0.143,0.156,4.929,0.029,0.786,0.078,1.0,-1.0,0.798,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.075,0.214,-1.0,0.917,phishing
2.905,0.802,0.02,0.154,0.129,6.231,0.025,0.846,0.059,-1.0,-1.0,0.875,benign
3.0,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
3.0,0.455,0.182,0.471,0.386,1.177,0.4,0.588,0.114,0.263,0.625,0.777,phishing
4.727,0.785,0.025,0.2,0.127,6.2,0.032,0.7,0.089,0.146,-1.0,0.819,benign
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1.0,0.728,phishing
5.833,0.702,0.035,0.2,0.175,4.0,0.05,0.5,0.0,0.0,-1.0,0.88,spam
3.25,0.689,0.131,0.667,0.197,3.5,0.191,0.583,0.016,0.0,0.0,0.907,spam
3.733,0.778,0.022,0.154,0.144,5.385,0.029,0.539,0.078,0.0,-1.0,0.875,benign
4.778,0.761,0.03,0.222,0.134,5.667,0.039,0.778,0.0,0.0,-1.0,0.86,benign
4.833,0.764,0.371,2.357,0.157,4.857,0.485,0.714,0.067,0.0,0.0,0.798,malware
5.0,0.723,0.354,2.091,0.169,4.273,0.489,0.455,0.031,0.053,0.087,0.842,spam
2.667,0.63,0.511,1.741,0.294,2.148,0.81,0.889,0.044,0.07,0.085,0.751,Defacement
2.667,0.674,0.558,2.208,0.253,2.667,0.828,0.583,0.032,0.048,0.057,0.773,Defacement
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
6.875,0.729,0.024,0.125,0.188,3.875,0.032,0.625,0.318,0.0,-1.0,0.863,phishing
3.75,0.463,0.049,0.133,0.366,1.267,0.105,0.8,0.049,0.0,-1.0,0.864,phishing
5.167,0.757,0.229,1.6,0.143,5.3,0.302,0.5,0.029,0.054,0.125,0.88,spam
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
4.333,0.356,0.044,0.091,0.489,0.727,0.125,0.682,0.0,0.0,-1.0,0.801,phishing
2.667,0.744,0.603,3.615,0.167,4.462,0.81,0.769,0.051,0.07,0.085,0.86,Defacement
7.111,0.83,0.023,0.25,0.091,9.125,0.027,0.625,0.034,-1.0,-1.0,0.917,benign
4.857,0.5,0.025,0.061,0.413,1.212,0.05,0.333,0.025,0.091,-1.0,0.785,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.056,0.075,0.088,0.836,malware
4.692,0.804,0.022,0.182,0.12,6.727,0.027,0.727,0.109,-1.0,-1.0,0.875,benign
2.5,0.933,0.89,19.467,0.046,20.4,0.954,0.667,0.146,0.16,0.164,0.864,spam
4.0,0.041,0.008,0.009,0.93,0.044,0.2,0.12,0.107,0.0,-1.0,0.634,phishing
4.182,0.757,0.027,0.2,0.135,5.6,0.036,0.7,0.054,0.0,-1.0,1.0,benign
8.4,0.639,0.028,0.105,0.264,2.421,0.044,0.316,0.056,0.121,-1.0,0.926,phishing
13.5,0.858,0.425,4.75,0.09,9.583,0.496,0.75,0.261,0.33,0.175,0.861,benign
3.0,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1.0,malware
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.0,0.0,-1.0,0.917,phishing
6.833,0.511,0.022,0.054,0.411,1.243,0.044,0.595,0.033,0.0,-1.0,0.766,phishing
4.75,0.692,0.031,0.154,0.2,3.462,0.044,0.846,0.0,0.0,-1.0,0.818,malware
4.222,0.708,0.031,0.167,0.185,3.833,0.044,0.75,0.0,0.0,-1.0,1.0,benign
5.5,0.697,0.434,1.87,0.232,3.0,0.623,0.652,0.162,0.226,0.279,0.87,spam
2.5,0.781,0.648,4.25,0.152,5.125,0.829,0.375,0.019,0.05,0.0,0.758,phishing
17.75,0.837,0.011,0.091,0.124,6.773,0.013,0.682,0.084,0.0,-1.0,0.801,phishing
3.5,0.625,0.175,0.875,0.2,3.125,0.28,1.0,0.15,0.111,0.286,0.917,Defacement
5.875,0.659,0.024,0.095,0.256,2.571,0.037,0.714,0.024,0.063,-1.0,0.87,malware
